GID,short_description
gid://shopify/Product/15449130991940,"[""Spécialement développée pour la friture, offrant une texture idéale pour des frites croustillantes et savoureuses."", ""Polyvalente en cuisine, adaptée à la cuisson à l'eau, au four, en purée et en salades."", ""Tubercules longs et ovales avec une peau lisse, faciles à éplucher et à préparer."", ""Maturité de mi-saison à tardive, récoltable en août et septembre."", ""Bonne résistance au mildiou des tubercules, offrant une certaine protection contre la brûlure de la pomme de terre."", ""Adaptée aux sols argileux et sableux, cultivable également sur des sols plus légers avec des soins appropriés."", ""Texture de cuisson modérément ferme avec une consistance farineuse, idéale pour diverses préparations culinaires."", ""Non destinée à la conservation prolongée, à consommer de préférence directement après la récolte pour une qualité optimale."", ""Rendement élevé par m², garantissant une récolte généreuse dans des conditions de culture optimales."", ""Pommes de terre de semence néerlandaises de haute qualité certifiées NAK, assurant qualité et fiabilité.""]"
gid://shopify/Product/15449132368196,"[""Polyvalente en cuisine, idéale pour la cuisson à l'eau, la friture, la purée et la cuisson au four"", ""Saveur crémeuse et douce, populaire dans l'industrie de la frite et parfaite pour diverses préparations culinaires"", ""Tubercules longs et ovales avec une peau lisse jaune et une chair jaune clair"", ""Rendement élevé par m², produisant de grandes quantités de pommes de terre de taille importante dans des conditions optimales"", ""Maturité de mi-saison à tardive, récoltable en août et adaptée à une conservation prolongée"", ""Adaptée aux sols sableux et argileux, convenant à différents types de sols"", ""Élue Pomme de terre de l'année en Allemagne pour son goût exceptionnel et sa qualité supérieure"", ""Variété historique et fiable, largement utilisée comme pomme de terre de consommation depuis de nombreuses années"", ""Texture modérément ferme avec une consistance farineuse, idéale pour des plats variés"", ""Résistance modérée au mildiou des tubercules nécessitant une culture soignée et des mesures préventives"", ""Pommes de terre de semence néerlandaises de haute qualité certifiées NAK, sans modification génétique ni organismes nuisibles""]"
gid://shopify/Product/15449134072132,"[""Polyvalente en cuisine, idéale pour la cuisson à l'eau, la friture, la purée et la cuisson au four"", ""Saveur crémeuse et douce, populaire dans l'industrie de la frite et parfaite pour diverses préparations culinaires"", ""Tubercules longs et ovales avec une peau lisse jaune et une chair jaune clair"", ""Rendement élevé par m², produisant de grandes quantités de pommes de terre de taille importante dans des conditions optimales"", ""Maturité de mi-saison à tardive, récoltable en août et adaptée à une conservation prolongée"", ""Adaptée aux sols sableux et argileux, convenant à différents types de sols"", ""Élue Pomme de terre de l'année en Allemagne pour son goût exceptionnel et sa qualité supérieure"", ""Variété historique et fiable, largement utilisée comme pomme de terre de consommation depuis de nombreuses années"", ""Texture modérément ferme avec une consistance farineuse, idéale pour des plats variés"", ""Résistance modérée au mildiou des tubercules nécessitant une culture soignée et des mesures préventives"", ""Pommes de terre de semence néerlandaises de haute qualité certifiées NAK, sans modification génétique ni organismes nuisibles""]"
gid://shopify/Product/15449134137668,"[""Spécialement développée pour la friture, offrant une texture idéale pour des frites croustillantes et savoureuses."", ""Polyvalente en cuisine, adaptée à la cuisson à l'eau, au four, en purée et en salades."", ""Tubercules longs et ovales avec une peau lisse, faciles à éplucher et à préparer."", ""Maturité de mi-saison à tardive, récoltable en août et septembre."", ""Bonne résistance au mildiou des tubercules, offrant une certaine protection contre la brûlure de la pomme de terre."", ""Adaptée aux sols argileux et sableux, cultivable également sur des sols plus légers avec des soins appropriés."", ""Texture de cuisson modérément ferme avec une consistance farineuse, idéale pour diverses préparations culinaires."", ""Non destinée à la conservation prolongée, à consommer de préférence directement après la récolte pour une qualité optimale."", ""Rendement élevé par m², garantissant une récolte généreuse dans des conditions de culture optimales."", ""Pommes de terre de semence néerlandaises de haute qualité certifiées NAK, assurant qualité et fiabilité.""]"
gid://shopify/Product/15449134235972,"[""Polyvalente en cuisine, idéale pour la cuisson à l'eau, la friture, la purée et la cuisson au four"", ""Saveur crémeuse et douce, populaire dans l'industrie de la frite et parfaite pour diverses préparations culinaires"", ""Tubercules longs et ovales avec une peau lisse jaune et une chair jaune clair"", ""Rendement élevé par m², produisant de grandes quantités de pommes de terre de taille importante dans des conditions optimales"", ""Maturité de mi-saison à tardive, récoltable en août et adaptée à une conservation prolongée"", ""Adaptée aux sols sableux et argileux, convenant à différents types de sols"", ""Élue Pomme de terre de l'année en Allemagne pour son goût exceptionnel et sa qualité supérieure"", ""Variété historique et fiable, largement utilisée comme pomme de terre de consommation depuis de nombreuses années"", ""Texture modérément ferme avec une consistance farineuse, idéale pour des plats variés"", ""Résistance modérée au mildiou des tubercules nécessitant une culture soignée et des mesures préventives"", ""Pommes de terre de semence néerlandaises de haute qualité certifiées NAK, sans modification génétique ni organismes nuisibles""]"
gid://shopify/Product/15449134367044,"[""Récolte précoce, pour un démarrage rapide de la saison avec des pommes de terre biologiques fraîches dès le début de l'été."", ""Certifiées SKAL et NAK, ces pommes de terre de semence biologiques sont exemptes de traitements chimiques et de modifications génétiques."", ""Résistance exceptionnelle aux maladies, offrant une protection naturelle contre des maladies courantes comme le mildiou (Phytophthora)."", ""Rendement élevé, grâce à un développement rapide et une maturité précoce, même avec des méthodes de culture biologique."", ""Adaptée à divers types de sols, avec des performances optimales sur des sols argileux moyens à lourds sans additifs artificiels."", ""Facile à éplucher, grâce à une peau lisse, parfaite pour une préparation biologique simple."", ""Longue durée de conservation, lorsqu'elles sont stockées au-dessus de 5 °C, préservant saveur et qualité."", ""Polyvalence d’utilisation, idéale pour tout, de la cuisson à la friture, parfaite pour les cuisines biologiques."", ""Durables et résistantes aux intempéries, favorisant des pratiques de culture respectueuses de l’environnement."", ""Adaptables aux jardins biologiques domestiques et aux exploitations agricoles commerciales, offrant une qualité constante et fiable."", ""Goût et texture supérieurs, idéales pour les repas quotidiens et les applications culinaires."", ""Pommes de terre de semence biologiques premium néerlandaises, garantissant durabilité, traçabilité et qualité.""]"
gid://shopify/Product/15449134563652,"[""Récolte précoce, pour un démarrage rapide de la saison avec des pommes de terre biologiques fraîches dès le début de l'été."", ""Certifiées SKAL et NAK, ces pommes de terre de semence biologiques sont exemptes de traitements chimiques et de modifications génétiques."", ""Résistance exceptionnelle aux maladies, offrant une protection naturelle contre des maladies courantes comme le mildiou (Phytophthora)."", ""Rendement élevé, grâce à un développement rapide et une maturité précoce, même avec des méthodes de culture biologique."", ""Adaptée à divers types de sols, avec des performances optimales sur des sols argileux moyens à lourds sans additifs artificiels."", ""Facile à éplucher, grâce à une peau lisse, parfaite pour une préparation biologique simple."", ""Longue durée de conservation, lorsqu'elles sont stockées au-dessus de 5 °C, préservant saveur et qualité."", ""Polyvalence d’utilisation, idéale pour tout, de la cuisson à la friture, parfaite pour les cuisines biologiques."", ""Durables et résistantes aux intempéries, favorisant des pratiques de culture respectueuses de l’environnement."", ""Adaptables aux jardins biologiques domestiques et aux exploitations agricoles commerciales, offrant une qualité constante et fiable."", ""Goût et texture supérieurs, idéales pour les repas quotidiens et les applications culinaires."", ""Pommes de terre de semence biologiques premium néerlandaises, garantissant durabilité, traçabilité et qualité.""]"
gid://shopify/Product/15449134629188,"[""Polyvalente en cuisine, idéale pour la cuisson à l'eau, la friture, la purée et la cuisson au four"", ""Saveur crémeuse et douce, populaire dans l'industrie de la frite et parfaite pour diverses préparations culinaires"", ""Tubercules longs et ovales avec une peau lisse jaune et une chair jaune clair"", ""Rendement élevé par m², produisant de grandes quantités de pommes de terre de taille importante dans des conditions optimales"", ""Maturité de mi-saison à tardive, récoltable en août et adaptée à une conservation prolongée"", ""Adaptée aux sols sableux et argileux, convenant à différents types de sols"", ""Élue Pomme de terre de l'année en Allemagne pour son goût exceptionnel et sa qualité supérieure"", ""Variété historique et fiable, largement utilisée comme pomme de terre de consommation depuis de nombreuses années"", ""Texture modérément ferme avec une consistance farineuse, idéale pour des plats variés"", ""Résistance modérée au mildiou des tubercules nécessitant une culture soignée et des mesures préventives"", ""Pommes de terre de semence néerlandaises de haute qualité certifiées NAK, sans modification génétique ni organismes nuisibles""]"
gid://shopify/Product/15449134727492,"[""Récolte précoce, pour un démarrage rapide de la saison avec des pommes de terre biologiques fraîches dès le début de l'été."", ""Certifiées SKAL et NAK, ces pommes de terre de semence biologiques sont exemptes de traitements chimiques et de modifications génétiques."", ""Résistance exceptionnelle aux maladies, offrant une protection naturelle contre des maladies courantes comme le mildiou (Phytophthora)."", ""Rendement élevé, grâce à un développement rapide et une maturité précoce, même avec des méthodes de culture biologique."", ""Adaptée à divers types de sols, avec des performances optimales sur des sols argileux moyens à lourds sans additifs artificiels."", ""Facile à éplucher, grâce à une peau lisse, parfaite pour une préparation biologique simple."", ""Longue durée de conservation, lorsqu'elles sont stockées au-dessus de 5 °C, préservant saveur et qualité."", ""Polyvalence d’utilisation, idéale pour tout, de la cuisson à la friture, parfaite pour les cuisines biologiques."", ""Durables et résistantes aux intempéries, favorisant des pratiques de culture respectueuses de l’environnement."", ""Adaptables aux jardins biologiques domestiques et aux exploitations agricoles commerciales, offrant une qualité constante et fiable."", ""Goût et texture supérieurs, idéales pour les repas quotidiens et les applications culinaires."", ""Pommes de terre de semence biologiques premium néerlandaises, garantissant durabilité, traçabilité et qualité.""]"
gid://shopify/Product/15449134825796,"[""Récolte précoce, pour un démarrage rapide de la saison avec des pommes de terre biologiques fraîches dès le début de l'été."", ""Certifiées SKAL et NAK, ces pommes de terre de semence biologiques sont exemptes de traitements chimiques et de modifications génétiques."", ""Résistance exceptionnelle aux maladies, offrant une protection naturelle contre des maladies courantes comme le mildiou (Phytophthora)."", ""Rendement élevé, grâce à un développement rapide et une maturité précoce, même avec des méthodes de culture biologique."", ""Adaptée à divers types de sols, avec des performances optimales sur des sols argileux moyens à lourds sans additifs artificiels."", ""Facile à éplucher, grâce à une peau lisse, parfaite pour une préparation biologique simple."", ""Longue durée de conservation, lorsqu'elles sont stockées au-dessus de 5 °C, préservant saveur et qualité."", ""Polyvalence d’utilisation, idéale pour tout, de la cuisson à la friture, parfaite pour les cuisines biologiques."", ""Durables et résistantes aux intempéries, favorisant des pratiques de culture respectueuses de l’environnement."", ""Adaptables aux jardins biologiques domestiques et aux exploitations agricoles commerciales, offrant une qualité constante et fiable."", ""Goût et texture supérieurs, idéales pour les repas quotidiens et les applications culinaires."", ""Pommes de terre de semence biologiques premium néerlandaises, garantissant durabilité, traçabilité et qualité.""]"
gid://shopify/Product/15449134989636,"[""Récolte précoce, pour un démarrage rapide de la saison avec des pommes de terre biologiques fraîches dès le début de l'été."", ""Certifiées SKAL et NAK, ces pommes de terre de semence biologiques sont exemptes de traitements chimiques et de modifications génétiques."", ""Résistance exceptionnelle aux maladies, offrant une protection naturelle contre des maladies courantes comme le mildiou (Phytophthora)."", ""Rendement élevé, grâce à un développement rapide et une maturité précoce, même avec des méthodes de culture biologique."", ""Adaptée à divers types de sols, avec des performances optimales sur des sols argileux moyens à lourds sans additifs artificiels."", ""Facile à éplucher, grâce à une peau lisse, parfaite pour une préparation biologique simple."", ""Longue durée de conservation, lorsqu'elles sont stockées au-dessus de 5 °C, préservant saveur et qualité."", ""Polyvalence d’utilisation, idéale pour tout, de la cuisson à la friture, parfaite pour les cuisines biologiques."", ""Durables et résistantes aux intempéries, favorisant des pratiques de culture respectueuses de l’environnement."", ""Adaptables aux jardins biologiques domestiques et aux exploitations agricoles commerciales, offrant une qualité constante et fiable."", ""Goût et texture supérieurs, idéales pour les repas quotidiens et les applications culinaires."", ""Pommes de terre de semence biologiques premium néerlandaises, garantissant durabilité, traçabilité et qualité.""]"
gid://shopify/Product/15449135186244,"[""Savourez des légumes frais et savoureux cultivés chez vous."", ""Collection soigneusement sélectionnée de 13 variétés essentielles de légumes."", ""Adapté à la culture en pots, jardinières et balcons, aussi bien en intérieur qu’en extérieur."", ""Légumes polyvalents pour toutes vos recettes : pommes de terre, tomates, aubergines, poivrons, laitues et bien plus encore."", ""Variétés à croissance rapide comme le pak choï et les carottes pour une récolte express."", ""Pois croquants et betteraves colorées, parfaits pour des collations saines et équilibrées."", ""Graines testées pour leur qualité et leur taux de germination, garantissant une récolte abondante."", ""Légumes faciles à cultiver, idéaux même pour les jardiniers débutants."", ""Récolte riche et variée, pour des repas nutritifs et diversifiés."", ""Graines non OGM (non modifiées génétiquement)."", ""Sans traitement chimique, pour une culture plus saine et naturelle."", ""Améliorez vos plats avec des légumes frais, cultivés chez vous, de haute qualité."", ""Profitez du plaisir de cultiver vos propres légumes."", ""Sélection premium de variétés de semences néerlandaises officiellement enregistrées.""]"
gid://shopify/Product/15449135251780,"[""Profitez d’herbes médicinales fraîches directement depuis votre jardin."", ""Collection soigneusement sélectionnée de 10 plantes médicinales aux vertus reconnues."", ""Adapté à la culture en pots, jardinières et balcons, aussi bien en intérieur qu’en extérieur."", ""Herbes polyvalentes pour la santé et le bien-être, incluant la camomille, la sauge, le millepertuis, la valériane, et bien d'autres."", ""Plantes médicinales aux bienfaits variés : relaxation, digestion, soins de la peau."", ""Récolte abondante d’herbes à utiliser au quotidien pour les infusions, la cuisine ou les remèdes naturels."", ""Graines testées pour leur qualité et leur taux de germination, garantissant une culture réussie."", ""Herbes faciles à cultiver, même pour les jardiniers débutants."", ""Améliorez votre quotidien avec des plantes fraîches, cultivées chez vous, de haute qualité."", ""Graines non OGM (non modifiées génétiquement)."", ""Sans traitement chimique pour une récolte plus saine."", ""Découvrez les bienfaits des remèdes naturels et des herbes fraîches issues de votre propre jardin."", ""Sélection premium de variétés de semences néerlandaises officiellement enregistrées.""]"
gid://shopify/Product/15449135448388,"[""Variété mi-précoce, pour une récolte rapide de pommes de terre fermes et légèrement cireuses, idéales pour la cuisson et les frites."", ""Certifiées biologiques SKAL et NAK, exemptes de traitements chimiques et de modifications génétiques, garantissant un produit pur et sain."", ""Excellente résistance aux maladies, notamment au mildiou (Phytophthora), pour une récolte saine et robuste."", ""Rendement élevé, grâce à une croissance rapide et une maturité précoce, même en agriculture biologique."", ""Adaptées à divers types de sols, avec des performances optimales dans les sols argileux modérés à lourds sans additifs synthétiques."", ""Stockage à long terme, conservant une excellente saveur et qualité au fil du temps."", ""Polyvalence d’utilisation, idéales pour la cuisson et la friture, parfaites pour les cuisines biologiques et les applications culinaires."", ""Parfaites pour les frites, offrant une texture et une saveur idéales pour des frites de qualité supérieure."", ""Résistance à la gale, avec une résistance modérée garantissant des tubercules sains et sans taches."", ""Saveur et texture supérieures, fermes et légèrement cireuses, avec une excellente qualité culinaire, parfaites pour les repas quotidiens."", ""Durables et résistantes aux intempéries, soutenant une culture respectueuse de l’environnement."", ""Pommes de terre biologiques néerlandaises de haute qualité, garantissant durabilité, traçabilité et qualité premium, adaptées à la culture privée et commerciale.""]"
gid://shopify/Product/15449135808836,"[""Variété mi-précoce, pour une récolte rapide de pommes de terre fermes et légèrement cireuses, idéales pour la cuisson et les frites."", ""Certifiées biologiques SKAL et NAK, exemptes de traitements chimiques et de modifications génétiques, garantissant un produit pur et sain."", ""Excellente résistance aux maladies, notamment au mildiou (Phytophthora), pour une récolte saine et robuste."", ""Rendement élevé, grâce à une croissance rapide et une maturité précoce, même en agriculture biologique."", ""Adaptées à divers types de sols, avec des performances optimales dans les sols argileux modérés à lourds sans additifs synthétiques."", ""Stockage à long terme, conservant une excellente saveur et qualité au fil du temps."", ""Polyvalence d’utilisation, idéales pour la cuisson et la friture, parfaites pour les cuisines biologiques et les applications culinaires."", ""Parfaites pour les frites, offrant une texture et une saveur idéales pour des frites de qualité supérieure."", ""Résistance à la gale, avec une résistance modérée garantissant des tubercules sains et sans taches."", ""Saveur et texture supérieures, fermes et légèrement cireuses, avec une excellente qualité culinaire, parfaites pour les repas quotidiens."", ""Durables et résistantes aux intempéries, soutenant une culture respectueuse de l’environnement."", ""Pommes de terre biologiques néerlandaises de haute qualité, garantissant durabilité, traçabilité et qualité premium, adaptées à la culture privée et commerciale.""]"
gid://shopify/Product/15449136431428,"[""Variété mi-précoce, pour une récolte rapide de pommes de terre fermes et légèrement cireuses, idéales pour la cuisson et les frites."", ""Certifiées biologiques SKAL et NAK, exemptes de traitements chimiques et de modifications génétiques, garantissant un produit pur et sain."", ""Excellente résistance aux maladies, notamment au mildiou (Phytophthora), pour une récolte saine et robuste."", ""Rendement élevé, grâce à une croissance rapide et une maturité précoce, même en agriculture biologique."", ""Adaptées à divers types de sols, avec des performances optimales dans les sols argileux modérés à lourds sans additifs synthétiques."", ""Stockage à long terme, conservant une excellente saveur et qualité au fil du temps."", ""Polyvalence d’utilisation, idéales pour la cuisson et la friture, parfaites pour les cuisines biologiques et les applications culinaires."", ""Parfaites pour les frites, offrant une texture et une saveur idéales pour des frites de qualité supérieure."", ""Résistance à la gale, avec une résistance modérée garantissant des tubercules sains et sans taches."", ""Saveur et texture supérieures, fermes et légèrement cireuses, avec une excellente qualité culinaire, parfaites pour les repas quotidiens."", ""Durables et résistantes aux intempéries, soutenant une culture respectueuse de l’environnement."", ""Pommes de terre biologiques néerlandaises de haute qualité, garantissant durabilité, traçabilité et qualité premium, adaptées à la culture privée et commerciale.""]"
gid://shopify/Product/15449136464196,"[""Variété mi-précoce, pour une récolte rapide de pommes de terre fermes et légèrement cireuses, idéales pour la cuisson et les frites."", ""Certifiées biologiques SKAL et NAK, exemptes de traitements chimiques et de modifications génétiques, garantissant un produit pur et sain."", ""Excellente résistance aux maladies, notamment au mildiou (Phytophthora), pour une récolte saine et robuste."", ""Rendement élevé, grâce à une croissance rapide et une maturité précoce, même en agriculture biologique."", ""Adaptées à divers types de sols, avec des performances optimales dans les sols argileux modérés à lourds sans additifs synthétiques."", ""Stockage à long terme, conservant une excellente saveur et qualité au fil du temps."", ""Polyvalence d’utilisation, idéales pour la cuisson et la friture, parfaites pour les cuisines biologiques et les applications culinaires."", ""Parfaites pour les frites, offrant une texture et une saveur idéales pour des frites de qualité supérieure."", ""Résistance à la gale, avec une résistance modérée garantissant des tubercules sains et sans taches."", ""Saveur et texture supérieures, fermes et légèrement cireuses, avec une excellente qualité culinaire, parfaites pour les repas quotidiens."", ""Durables et résistantes aux intempéries, soutenant une culture respectueuse de l’environnement."", ""Pommes de terre biologiques néerlandaises de haute qualité, garantissant durabilité, traçabilité et qualité premium, adaptées à la culture privée et commerciale.""]"
gid://shopify/Product/15449136529732,"[""Variété mi-précoce, pour une récolte rapide de pommes de terre fermes et légèrement cireuses, idéales pour la cuisson et les frites."", ""Certifiées biologiques SKAL et NAK, exemptes de traitements chimiques et de modifications génétiques, garantissant un produit pur et sain."", ""Excellente résistance aux maladies, notamment au mildiou (Phytophthora), pour une récolte saine et robuste."", ""Rendement élevé, grâce à une croissance rapide et une maturité précoce, même en agriculture biologique."", ""Adaptées à divers types de sols, avec des performances optimales dans les sols argileux modérés à lourds sans additifs synthétiques."", ""Stockage à long terme, conservant une excellente saveur et qualité au fil du temps."", ""Polyvalence d’utilisation, idéales pour la cuisson et la friture, parfaites pour les cuisines biologiques et les applications culinaires."", ""Parfaites pour les frites, offrant une texture et une saveur idéales pour des frites de qualité supérieure."", ""Résistance à la gale, avec une résistance modérée garantissant des tubercules sains et sans taches."", ""Saveur et texture supérieures, fermes et légèrement cireuses, avec une excellente qualité culinaire, parfaites pour les repas quotidiens."", ""Durables et résistantes aux intempéries, soutenant une culture respectueuse de l’environnement."", ""Pommes de terre biologiques néerlandaises de haute qualité, garantissant durabilité, traçabilité et qualité premium, adaptées à la culture privée et commerciale.""]"
gid://shopify/Product/15449136595268,"[""Variété mi-tardive, offrant une période de récolte prolongée avec des pommes de terre rouges et légèrement cireuses, idéales pour la consommation et les créations culinaires."", ""Certifiées biologiques SKAL et NAK, exemptes de traitements chimiques et de modifications génétiques, garantissant un produit naturel et sain."", ""Haute résistance aux maladies, notamment au mildiou (Phytophthora), offrant une excellente protection tout au long de la saison de croissance."", ""Rendement abondant, grâce à une croissance régulière et une maturité optimale, parfait pour l’agriculture biologique."", ""Adaptées à divers types de sols, idéales pour des conditions de culture variées sans intrants chimiques."", ""Excellentes qualités de conservation, maintenant une saveur et une qualité constantes après la récolte."", ""Polyvalence culinaire, parfaites pour la cuisson, le four et la friture, enrichissant toutes les cuisines biologiques."", ""Idéales pour les frites et la cuisson, offrant la texture parfaite pour les frites et autres préparations."", ""Résistantes à la gale, avec une forte résistance garantissant des tubercules sains et visuellement attrayants."", ""Saveur et texture supérieures, légèrement cireuses avec un goût excellent, idéales pour une large gamme de plats."", ""Durables et résistantes aux intempéries, adaptées aux jardins familiaux comme aux exploitations agricoles professionnelles."", ""Pommes de terre biologiques néerlandaises premium, offrant fiabilité, traçabilité et qualité supérieure.""]"
gid://shopify/Product/15449136824644,"[""Variété mi-tardive, offrant une période de récolte prolongée avec des pommes de terre rouges et légèrement cireuses, idéales pour la consommation et les créations culinaires."", ""Certifiées biologiques SKAL et NAK, exemptes de traitements chimiques et de modifications génétiques, garantissant un produit naturel et sain."", ""Haute résistance aux maladies, notamment au mildiou (Phytophthora), offrant une excellente protection tout au long de la saison de croissance."", ""Rendement abondant, grâce à une croissance régulière et une maturité optimale, parfait pour l’agriculture biologique."", ""Adaptées à divers types de sols, idéales pour des conditions de culture variées sans intrants chimiques."", ""Excellentes qualités de conservation, maintenant une saveur et une qualité constantes après la récolte."", ""Polyvalence culinaire, parfaites pour la cuisson, le four et la friture, enrichissant toutes les cuisines biologiques."", ""Idéales pour les frites et la cuisson, offrant la texture parfaite pour les frites et autres préparations."", ""Résistantes à la gale, avec une forte résistance garantissant des tubercules sains et visuellement attrayants."", ""Saveur et texture supérieures, légèrement cireuses avec un goût excellent, idéales pour une large gamme de plats."", ""Durables et résistantes aux intempéries, adaptées aux jardins familiaux comme aux exploitations agricoles professionnelles."", ""Pommes de terre biologiques néerlandaises premium, offrant fiabilité, traçabilité et qualité supérieure.""]"
gid://shopify/Product/15449136890180,"[""Variété mi-tardive, offrant une période de récolte prolongée avec des pommes de terre rouges et légèrement cireuses, idéales pour la consommation et les créations culinaires."", ""Certifiées biologiques SKAL et NAK, exemptes de traitements chimiques et de modifications génétiques, garantissant un produit naturel et sain."", ""Haute résistance aux maladies, notamment au mildiou (Phytophthora), offrant une excellente protection tout au long de la saison de croissance."", ""Rendement abondant, grâce à une croissance régulière et une maturité optimale, parfait pour l’agriculture biologique."", ""Adaptées à divers types de sols, idéales pour des conditions de culture variées sans intrants chimiques."", ""Excellentes qualités de conservation, maintenant une saveur et une qualité constantes après la récolte."", ""Polyvalence culinaire, parfaites pour la cuisson, le four et la friture, enrichissant toutes les cuisines biologiques."", ""Idéales pour les frites et la cuisson, offrant la texture parfaite pour les frites et autres préparations."", ""Résistantes à la gale, avec une forte résistance garantissant des tubercules sains et visuellement attrayants."", ""Saveur et texture supérieures, légèrement cireuses avec un goût excellent, idéales pour une large gamme de plats."", ""Durables et résistantes aux intempéries, adaptées aux jardins familiaux comme aux exploitations agricoles professionnelles."", ""Pommes de terre biologiques néerlandaises premium, offrant fiabilité, traçabilité et qualité supérieure.""]"
gid://shopify/Product/15449137021252,"[""Variété mi-tardive, offrant une période de récolte prolongée avec des pommes de terre rouges et légèrement cireuses, idéales pour la consommation et les créations culinaires."", ""Certifiées biologiques SKAL et NAK, exemptes de traitements chimiques et de modifications génétiques, garantissant un produit naturel et sain."", ""Haute résistance aux maladies, notamment au mildiou (Phytophthora), offrant une excellente protection tout au long de la saison de croissance."", ""Rendement abondant, grâce à une croissance régulière et une maturité optimale, parfait pour l’agriculture biologique."", ""Adaptées à divers types de sols, idéales pour des conditions de culture variées sans intrants chimiques."", ""Excellentes qualités de conservation, maintenant une saveur et une qualité constantes après la récolte."", ""Polyvalence culinaire, parfaites pour la cuisson, le four et la friture, enrichissant toutes les cuisines biologiques."", ""Idéales pour les frites et la cuisson, offrant la texture parfaite pour les frites et autres préparations."", ""Résistantes à la gale, avec une forte résistance garantissant des tubercules sains et visuellement attrayants."", ""Saveur et texture supérieures, légèrement cireuses avec un goût excellent, idéales pour une large gamme de plats."", ""Durables et résistantes aux intempéries, adaptées aux jardins familiaux comme aux exploitations agricoles professionnelles."", ""Pommes de terre biologiques néerlandaises premium, offrant fiabilité, traçabilité et qualité supérieure.""]"
gid://shopify/Product/15449137512772,"[""Variété mi-tardive, offrant une période de récolte prolongée avec des pommes de terre rouges et légèrement cireuses, idéales pour la consommation et les créations culinaires."", ""Certifiées biologiques SKAL et NAK, exemptes de traitements chimiques et de modifications génétiques, garantissant un produit naturel et sain."", ""Haute résistance aux maladies, notamment au mildiou (Phytophthora), offrant une excellente protection tout au long de la saison de croissance."", ""Rendement abondant, grâce à une croissance régulière et une maturité optimale, parfait pour l’agriculture biologique."", ""Adaptées à divers types de sols, idéales pour des conditions de culture variées sans intrants chimiques."", ""Excellentes qualités de conservation, maintenant une saveur et une qualité constantes après la récolte."", ""Polyvalence culinaire, parfaites pour la cuisson, le four et la friture, enrichissant toutes les cuisines biologiques."", ""Idéales pour les frites et la cuisson, offrant la texture parfaite pour les frites et autres préparations."", ""Résistantes à la gale, avec une forte résistance garantissant des tubercules sains et visuellement attrayants."", ""Saveur et texture supérieures, légèrement cireuses avec un goût excellent, idéales pour une large gamme de plats."", ""Durables et résistantes aux intempéries, adaptées aux jardins familiaux comme aux exploitations agricoles professionnelles."", ""Pommes de terre biologiques néerlandaises premium, offrant fiabilité, traçabilité et qualité supérieure.""]"
gid://shopify/Product/15449137676612,"[""Culture précoce, permettant un démarrage rapide de la saison, avec des oignons frais prêts dès le début de l’été."", ""Excellente capacité de conservation, garantissant un stockage à long terme sans perte de qualité."", ""Forme plate-arrondie, idéale pour de nombreuses applications culinaires."", ""Rendement élevé, grâce à un développement rapide et une maturation précoce."", ""Adapté à divers types de sols, avec une préférence pour les sols riches en humus."", ""Facile à planter, avec une plantation en profondeur empêchant les oiseaux de les déterrer."", ""Croissance uniforme, assurant une récolte régulière avec des oignons de taille homogène."", ""Résistant à la montée en graines, augmentant la fiabilité de la récolte sans floraison prématurée."", ""Convient à la culture biologique, idéal pour les pratiques agricoles durables."", ""Qualité culinaire exceptionnelle, parfait pour la soupe à l’oignon et comme base pour les sauces."", ""Robuste et résistant, supportant diverses conditions climatiques."", ""Saveur et texture supérieures, idéales pour les repas du quotidien comme pour les plats raffinés."", ""Certifié NAK premium, garantissant qualité et traçabilité.""]"
gid://shopify/Product/15449137742148,"[""Variété mi-tardive, offrant une période de récolte prolongée avec des pommes de terre rouges et légèrement cireuses, idéales pour la consommation et les créations culinaires."", ""Certifiées biologiques SKAL et NAK, exemptes de traitements chimiques et de modifications génétiques, garantissant un produit naturel et sain."", ""Haute résistance aux maladies, notamment au mildiou (Phytophthora), offrant une excellente protection tout au long de la saison de croissance."", ""Rendement abondant, grâce à une croissance régulière et une maturité optimale, parfait pour l’agriculture biologique."", ""Adaptées à divers types de sols, idéales pour des conditions de culture variées sans intrants chimiques."", ""Excellentes qualités de conservation, maintenant une saveur et une qualité constantes après la récolte."", ""Polyvalence culinaire, parfaites pour la cuisson, le four et la friture, enrichissant toutes les cuisines biologiques."", ""Idéales pour les frites et la cuisson, offrant la texture parfaite pour les frites et autres préparations."", ""Résistantes à la gale, avec une forte résistance garantissant des tubercules sains et visuellement attrayants."", ""Saveur et texture supérieures, légèrement cireuses avec un goût excellent, idéales pour une large gamme de plats."", ""Durables et résistantes aux intempéries, adaptées aux jardins familiaux comme aux exploitations agricoles professionnelles."", ""Pommes de terre biologiques néerlandaises premium, offrant fiabilité, traçabilité et qualité supérieure.""]"
